trial,true_label_x,pred_label,win_global,theta_alpha,true_label_y
63,0,0,63,2.009615444318425e-05,0
64,0,0,64,1.688751330875738e-05,0
65,0,0,65,2.2257950596357103e-05,0
66,0,0,66,1.4954600554319586e-05,0
67,0,0,67,0.0001106056980341,0
68,0,0,68,5.48246767241011e-05,0
69,0,0,69,1.3003932827692722e-05,0
70,0,0,70,1.6571989671381722e-05,0
71,0,0,71,1.519638294259827e-05,0
72,0,0,72,2.6632200884471867e-05,0
73,0,0,73,1.9452565481426407e-05,0
74,0,0,74,1.817431474192267e-05,0
75,0,0,75,2.3513718085467855e-05,0
76,0,0,76,1.053143690167199e-05,0
77,0,0,77,1.4221719375835327e-05,0
78,0,0,78,1.5937536482952165e-05,0
79,0,0,79,3.224583124050202e-05,0
80,0,0,80,2.46265665125622e-05,0
81,0,0,81,5.239315908928842e-05,0
82,0,0,82,1.104944879439922e-05,0
83,0,0,83,1.0455255566220876e-05,0
84,0,0,84,2.244456087066386e-05,0
85,0,0,85,1.256456880257855e-05,0
86,0,0,86,1.2897337928713892e-05,0
87,0,0,87,1.3706996056412494e-05,0
88,0,0,88,1.6096185947249317e-05,0
89,0,0,89,1.3684269571317855e-05,0
90,0,0,90,1.3895350520363054e-05,0
91,0,0,91,1.4107544743117989e-05,0
92,0,0,92,1.3015789979541524e-05,0
93,0,0,93,1.8623855935987937e-05,0
94,0,0,94,1.2723792435126524e-05,0
95,0,0,95,1.2896608369446808e-05,0
96,0,0,96,1.0759919065498958e-05,0
97,0,0,97,7.361452827553853e-06,0
98,0,0,98,6.211051888448334e-06,0
99,0,0,99,7.0356125571878174e-06,0
100,0,0,100,9.93308465008714e-06,0
101,0,0,101,1.061013468686248e-05,0
102,0,0,102,5.904728202698592e-06,0
103,0,0,103,2.8440927447617317e-05,0
104,0,0,104,3.237597625231039e-05,0
105,0,0,105,3.423983277541022e-05,0
106,0,0,106,1.2852551261505295e-05,0
107,0,0,107,8.952627650895154e-06,0
108,0,0,108,1.230945394859467e-05,0
109,0,0,109,7.075864889942997e-06,0
110,0,0,110,9.75133297620142e-06,0
111,0,0,111,2.8678578645110237e-05,0
112,0,0,112,2.890650336386606e-05,0
113,0,0,113,2.1383559745811752e-05,0
114,0,0,114,3.754339981980557e-05,0
115,0,0,115,8.71792082698183e-06,0
116,0,0,116,1.1890518857968985e-05,0
117,0,0,117,1.1657722416148146e-05,0
118,0,0,118,9.265002001192322e-06,0
119,0,0,119,1.081725036784796e-05,0
120,0,0,120,1.7771604462242005e-05,0
121,0,0,121,1.703359851033453e-05,0
122,0,0,122,1.6879990323315637e-05,0
123,0,0,123,9.96250266003267e-06,0
124,0,0,124,1.5134226691212264e-05,0
125,0,0,125,1.1952577437336706e-05,0
126,0,0,126,1.607991718449026e-05,0
127,0,0,127,1.1077859974323413e-05,0
128,0,0,128,1.572857912198121e-05,0
129,0,0,129,1.6409491763589954e-05,0
130,0,0,130,7.567428249054407e-06,0
131,0,0,131,6.753332165564265e-06,0
132,0,0,132,1.6203406981787793e-05,0
133,1,1,133,1.5192109232091531e-05,1
134,1,1,134,9.991971228896084e-06,1
135,1,1,135,8.704362455212825e-06,1
136,0,0,136,6.001722442619297e-06,0
137,0,0,137,6.66276405249085e-06,0
138,0,0,138,1.2028105392750697e-05,0
139,0,0,139,5.577081483487606e-06,0
140,0,0,140,1.029644457213804e-05,0
141,0,0,141,1.312805916033618e-05,0
142,0,0,142,3.236093270914227e-05,0
143,0,0,143,2.836102686435585e-05,0
144,0,0,144,2.7080435737785255e-05,0
145,0,0,145,2.3714136131808307e-05,0
146,0,0,146,1.7859594256189277e-05,0
147,0,0,147,1.407165363343947e-05,0
148,0,0,148,1.3065817790834758e-05,0
149,0,0,149,1.581907399662362e-05,0
150,0,0,150,2.0932212846229823e-05,0
151,0,0,151,1.108076296768682e-05,0
152,0,0,152,1.4212567262432913e-05,0
153,0,0,153,1.2475080509938444e-05,0
154,0,0,154,1.150601760754548e-05,0
155,0,0,155,1.9587435657518227e-05,0
156,0,0,156,4.618420190840181e-05,0
157,0,0,157,1.4793528214638255e-05,0
158,0,0,158,1.799358130937827e-05,0
159,0,0,159,3.067559313242967e-05,0
160,0,0,160,1.8446484763708473e-05,0
161,0,0,161,2.602010743658756e-05,0
162,0,0,162,2.994736537048815e-05,0
163,0,0,163,2.6331271241617113e-06,0
164,0,0,164,4.9762279239865635e-06,0
165,0,0,165,8.05328745818714e-06,0
166,0,0,166,9.774659991912902e-06,0
167,0,0,167,1.3151263058336371e-05,0
168,0,0,168,1.479252945457983e-05,0
169,0,0,169,4.182210946615541e-05,0
170,0,0,170,3.989834355845326e-05,0
171,0,0,171,3.648251252412159e-05,0
172,0,0,172,1.4489744061555134e-05,0
173,0,0,173,7.549102522388152e-06,0
174,0,0,174,1.1280393270612272e-05,0
175,0,0,175,3.170529070587805e-05,0
176,0,0,176,2.274782510171866e-05,0
177,0,0,177,2.957980125223683e-05,0
178,0,0,178,2.066501859493918e-05,0
179,0,0,179,1.7752861069473203e-05,0
180,0,0,180,1.0778539868773102e-05,0
181,0,0,181,1.989493277991211e-05,0
182,0,0,182,2.4264604947694227e-05,0
183,0,0,183,1.5870719396159053e-05,0
184,0,0,184,2.106554975367198e-05,0
185,0,0,185,1.876347229792856e-05,0
186,0,0,186,1.8381361488692908e-05,0
187,0,0,187,1.2891029923382774e-05,0
188,0,0,188,8.151767384487788e-06,0
189,0,0,189,1.4857090994907984e-05,0
190,0,0,190,5.251010956514479e-05,0
191,0,0,191,4.1806348473428206e-05,0
192,0,0,192,5.043539286143398e-05,0
193,0,0,193,1.812335408074428e-05,0
194,0,0,194,1.800892544825545e-05,0
195,0,0,195,2.5707839475631604e-05,0
196,0,0,196,1.273924227678026e-05,0
197,0,0,197,1.4479760370254404e-05,0
198,0,0,198,1.566259976344834e-05,0
199,0,0,199,1.1581681367144038e-05,0
200,0,0,200,1.2226034497089062e-05,0
201,0,0,201,1.695505549628166e-05,0
202,0,0,202,2.2722576796243025e-05,0
203,0,0,203,1.5753211310312286e-05,0
204,0,0,204,1.7606509161315273e-05,0
205,0,0,205,1.1106676903285248e-05,0
206,0,0,206,1.2923535419442431e-05,0
207,0,0,207,1.1876018955267006e-05,0
208,0,0,208,1.0525476921851322e-05,0
209,0,0,209,4.444780267798211e-05,0
210,0,0,210,0.0001101676680293,0
211,0,0,211,1.2123109658381466e-05,0
212,0,0,212,6.617342572100621e-06,0
213,0,0,213,7.822209284277893e-06,0
214,0,0,214,5.265778357450467e-05,0
215,0,0,215,6.600832041587452e-05,0
216,0,0,216,7.979305943418346e-05,0
217,0,0,217,1.6375443088700193e-05,0
218,0,0,218,1.759824925196875e-05,0
219,0,0,219,1.659402442282414e-05,0
220,0,0,220,8.037386720899655e-06,0
221,0,0,221,1.5861665362127065e-05,0
222,0,0,222,1.559330810731996e-05,0
223,0,0,223,2.391779352285697e-05,0
224,0,0,224,1.5335533315594748e-05,0
225,0,0,225,1.7702631114328787e-05,0
226,0,0,226,1.6857087347549896e-05,0
227,0,0,227,8.336125017181706e-06,0
228,0,0,228,8.025642880499993e-06,0
229,0,0,229,2.6702523490965497e-05,0
230,0,0,230,2.726615973552528e-05,0
231,0,0,231,2.730383836492152e-05,0
232,0,0,232,1.645998014856649e-05,0
233,0,0,233,1.0947574890357724e-05,0
234,0,0,234,1.393729224892471e-05,0
235,0,0,235,2.526848154067122e-05,0
236,0,0,236,2.8690741794283515e-05,0
237,0,0,237,3.034657438349377e-05,0
238,0,0,238,5.014707994825638e-05,0
239,0,0,239,6.814135126602183e-05,0
240,0,0,240,6.087380502554906e-05,0
241,0,0,241,1.3375713706314764e-05,0
242,0,0,242,1.1174564732769905e-05,0
243,0,0,243,1.2625728702070445e-05,0
244,0,0,244,9.432726157858035e-06,0
245,0,0,245,1.0216183853527676e-05,0
246,0,0,246,1.1566493569991566e-05,0
247,0,0,247,2.1378437606439666e-05,0
248,0,0,248,2.212583745152799e-05,0
249,0,0,249,1.0200899517658432e-05,0
250,0,0,250,1.714696935166107e-05,0
251,0,0,251,2.5750117364711292e-05,0
252,0,0,252,1.6737542048540133e-05,0
253,0,0,253,2.5922577218333684e-05,0
254,0,0,254,1.585233418798811e-05,0
255,0,0,255,6.943306084326017e-06,0
256,0,0,256,4.485380381721231e-05,0
257,0,0,257,1.1622072691763416e-05,0
258,0,0,258,1.8062737796294085e-05,0
259,0,0,259,3.355472784689918e-05,0
260,0,0,260,2.6797953627666597e-05,0
261,0,0,261,2.5363733183251627e-05,0
262,0,0,262,0.0001163083789147,0
263,0,0,263,0.0001432631683019,0
264,0,0,264,0.0001495726747737,0
265,0,0,265,1.0784700823524756e-05,0
266,0,0,266,1.1103176962313317e-05,0
267,0,0,267,3.415888561509864e-05,0
268,0,0,268,1.7651835448566052e-05,0
269,0,0,269,2.3354833485766696e-05,0
270,0,0,270,2.4703873876153227e-05,0
271,0,0,271,1.191075255857879e-05,0
272,0,0,272,1.0569969451935056e-05,0
273,0,0,273,1.4605353832351063e-05,0
274,0,0,274,4.754048120004459e-05,0
275,0,0,275,5.737370347945467e-05,0
276,0,0,276,8.746332245552803e-05,0
