trial,true_label,pred_label,label,theta_alpha,channel_idx
136,1,1,1,0.468394249429217,11
137,3,3,3,0.1740055240211517,11
138,2,2,2,0.329151385209288,11
139,1,1,1,0.3238647196933494,11
140,1,2,1,0.3264092984301225,11
141,1,1,1,0.3003012673666102,11
142,2,2,2,0.370964927371181,11
143,3,3,3,0.2745312627334739,11
144,0,0,0,0.287018076751456,11
145,1,3,1,0.2788550731550677,11
146,3,3,3,0.2785632460679497,11
147,0,3,0,0.5241494951001484,11
148,2,2,2,0.3041429813347923,11
149,2,2,2,0.1150891494451678,11
150,3,3,3,0.1712118155300231,11
151,0,0,0,0.190623114888573,11
152,0,0,0,0.1208452968715646,11
153,2,2,2,0.7180203224254775,11
154,1,1,1,0.3387843088633622,11
155,3,3,3,0.2634269113968011,11
156,3,3,3,0.1746216665065949,11
157,3,3,3,0.1029947474455099,11
158,1,1,1,0.2617096520182541,11
159,0,2,0,0.2551234456522276,11
160,2,2,2,0.277957701618633,11
161,1,1,1,0.1680425870929644,11
162,3,3,3,0.1838163551717163,11
163,0,0,0,0.4097103837105434,11
164,3,3,3,0.5257080269404579,11
165,2,2,2,0.4314805042189106,11
166,1,1,1,0.3962669084091256,11
167,3,3,3,0.2346431807173767,11
168,3,1,3,0.1965318074523525,11
169,0,0,0,0.2935482726134373,11
170,1,1,1,0.2351238914502366,11
171,1,1,1,0.1467933802264417,11
172,2,2,2,0.4499988220898968,11
173,3,3,3,0.1810317179456215,11
174,1,1,1,0.3458349055498981,11
175,0,3,0,0.1680578658178356,11
176,0,0,0,0.215440418865235,11
177,3,3,3,0.0753195032041922,11
178,1,1,1,0.0904439256617627,11
179,0,0,0,0.280578087031904,11
180,2,2,2,0.4547101757586883,11
181,1,1,1,0.2274147090992122,11
182,1,1,1,0.2325525562145519,11
183,2,2,2,0.2502660141633678,11
184,0,0,0,0.3760679385736981,11
185,3,3,3,0.1449193576588088,11
186,2,2,2,0.3582379156458228,11
187,2,3,2,0.1813753085180825,11
188,2,3,2,0.1618728866599266,11
189,2,2,2,0.0758950339401736,11
190,0,0,0,0.1698388951234466,11
191,1,1,1,0.2425443929441918,11
192,0,0,0,0.4127616751342609,11
193,1,1,1,0.2412812589782777,11
194,0,0,0,0.2614822911612046,11
195,0,0,0,0.3824688252104987,11
196,2,2,2,0.6268984776387042,11
197,2,2,2,0.2628233479005638,11
198,1,1,1,0.1738279159518738,11
199,2,2,2,0.3793096198615065,11
200,3,3,3,0.1719648617793246,11
201,0,0,0,0.1234681351964959,11
202,3,3,3,0.2327482651248962,11
203,0,0,0,0.1547874346951144,11
204,0,0,0,0.4784874037880017,11
205,1,1,1,0.2610464264458805,11
206,3,3,3,0.2146563577338147,11
207,2,2,2,0.2952773296977896,11
208,1,1,1,0.1814009465526914,11
209,3,3,3,0.1313543629127839,11
210,2,2,2,0.1310934059335547,11
211,3,3,3,0.2441310352715144,11
212,2,2,2,0.5795363246679636,11
213,3,3,3,0.1125166957491528,11
214,1,1,1,0.3323123106196252,11
215,1,1,1,0.1629952995143801,11
216,3,3,3,0.1171237636956634,11
217,0,0,0,0.2919977586309024,11
218,1,1,1,0.2639124989107272,11
219,1,1,1,0.4535182875964362,11
220,1,1,1,0.2842834179346545,11
221,2,2,2,0.2872717971548018,11
222,3,3,3,0.1881230320027399,11
223,0,2,0,0.4581968062566701,11
224,3,2,3,0.1737611705947937,11
225,0,2,0,0.2699057806628591,11
226,2,0,2,0.209549226367391,11
227,0,0,0,0.3854355683886089,11
228,3,3,3,0.456929941503666,11
229,0,3,0,0.3085852061676764,11
230,2,2,2,0.3454772889564265,11
231,0,0,0,0.4615341198712123,11
232,1,1,1,0.2503066966948309,11
233,2,2,2,0.735390018671886,11
234,2,2,2,0.1581643612791422,11
235,3,2,3,0.2334843948717494,11
236,0,0,0,0.1750247426474007,11
237,1,1,1,0.205216709230702,11
238,3,3,3,0.1630489313395487,11
239,1,1,1,0.2760880892792703,11
240,2,2,2,0.5655225512769991,11
241,2,2,2,0.3772120897698049,11
242,0,0,0,0.3339558600264148,11
243,3,3,3,0.4312031720000526,11
244,1,1,1,0.4648910651139943,11
245,3,3,3,0.2162813209802895,11
246,0,0,0,0.7492103350720102,11
247,0,0,0,0.397658827463194,11
248,2,0,2,0.1462743116644011,11
249,2,3,2,0.4205380466177852,11
250,1,1,1,0.2414612824135208,11
251,3,3,3,0.1778736402258172,11
252,1,1,1,0.1817925089254498,11
253,1,1,1,0.1581618125979141,11
254,0,0,0,0.514276204670227,11
255,1,1,1,0.3847445950985021,11
256,3,3,3,0.1643565595403222,11
257,3,3,3,0.4122814327368526,11
258,1,1,1,0.4827097900003193,11
259,1,1,1,0.2284514201662596,11
260,1,1,1,0.2648826298685748,11
261,1,2,1,0.354269723812955,11
262,3,3,3,0.190467737432773,11
263,3,3,3,0.1576191922273613,11
264,2,2,2,0.1180134216737377,11
265,3,2,3,0.5762763515983897,11
266,0,0,0,0.4181325944023217,11
267,1,1,1,0.4265885990960351,11
268,2,2,2,0.168337684304203,11
269,1,1,1,0.2741971068132928,11
270,0,0,0,0.2513244523548714,11
271,3,3,3,0.3448858556656069,11
272,0,0,0,0.4499312370470053,11
273,3,3,3,0.1814201870781162,11
274,0,0,0,0.4099152667691978,11
275,0,0,0,0.3785175383361332,11
276,0,0,0,0.6916878353687672,11
277,0,0,0,0.504627584219241,11
278,2,2,2,0.6368592655092774,11
279,2,2,2,0.4400193871211096,11
280,3,2,3,0.5125051140603187,11
281,1,1,1,0.2261894499638188,11
282,2,2,2,0.2923868515260053,11
283,2,2,2,0.2813910048877447,11
284,2,2,2,1.1484289125510658,11
285,3,3,3,0.2721335166088948,11
286,2,2,2,0.1333234824923743,11
287,0,0,0,0.2003763871017547,11
288,2,2,2,0.1845692949719509,11
