trial,true_label_x,pred_label,win_global,theta_alpha,true_label_y
74,0,0,74,3.726199450704663e-06,0
75,0,0,75,4.025975866444929e-06,0
76,0,0,76,2.5941879405331975e-06,0
77,0,0,77,4.294941232779063e-06,0
78,0,0,78,5.813521928842721e-06,0
79,0,0,79,6.533868195643715e-06,0
80,0,0,80,3.899940148927627e-06,0
81,0,0,81,2.346313131665862e-06,0
82,0,0,82,5.408799308115554e-06,0
83,0,0,83,5.946440342148209e-06,0
84,0,0,84,5.195662325085603e-06,0
85,0,0,85,1.8068711690293484e-06,0
86,0,0,86,2.123377108618506e-06,0
87,0,0,87,2.4234484381798214e-06,0
88,0,0,88,2.1003434465397403e-06,0
89,0,0,89,2.7834747817308166e-06,0
90,0,0,90,2.695032998253169e-06,0
91,0,0,91,3.8037836498417104e-06,0
92,0,0,92,1.5444022916305975e-06,0
93,0,0,93,2.191399431243139e-06,0
94,0,0,94,3.996273472835067e-06,0
95,0,0,95,5.118196476958739e-06,0
96,0,0,96,5.364809509543979e-06,0
97,0,0,97,1.378721900988816e-05,0
98,0,0,98,1.811968270538251e-05,0
99,0,0,99,5.996464992697902e-06,0
100,0,0,100,1.520520271872519e-06,0
101,0,0,101,2.572614863731954e-06,0
102,0,0,102,2.357961542826931e-06,0
103,0,0,103,5.616028340693957e-06,0
104,0,0,104,6.897236082161716e-06,0
105,0,0,105,5.6639033668973414e-06,0
106,0,0,106,4.5020151633958374e-06,0
107,0,0,107,4.03836852142517e-06,0
108,0,0,108,4.6273318044372955e-06,0
109,0,0,109,1.709783777711388e-06,0
110,0,0,110,2.1582679974481897e-06,0
111,0,0,111,2.795687538591718e-06,0
112,0,0,112,4.174466825986611e-06,0
113,0,0,113,4.633793498475623e-06,0
114,0,0,114,4.386332229451664e-06,0
115,0,0,115,5.66296549353161e-06,0
116,0,0,116,3.998059658723601e-06,0
117,0,0,117,2.860965826666054e-06,0
118,0,0,118,1.0896333337208685e-06,0
119,0,0,119,2.71955904374093e-06,0
120,0,0,120,2.4906345651876045e-06,0
121,0,0,121,6.577126987127549e-06,0
122,0,0,122,8.045142788833476e-06,0
123,0,0,123,8.635838820465956e-06,0
124,0,0,124,3.873357083952501e-06,0
125,0,0,125,4.496152447699253e-06,0
126,0,0,126,4.772694565563768e-06,0
127,0,0,127,1.2428415714549714e-06,0
128,0,0,128,1.3231420862863802e-06,0
129,0,0,129,3.2708230438167087e-06,0
130,0,0,130,3.2787995884922664e-06,0
131,0,0,131,3.5764673038327766e-06,0
132,0,0,132,3.975762755356672e-06,0
133,0,0,133,4.391249170762046e-06,0
134,0,0,134,5.34480609028105e-06,0
135,0,0,135,7.257584966896654e-06,0
136,0,0,136,3.184294783470233e-06,0
137,0,0,137,3.691685660923623e-06,0
138,0,0,138,3.700458238765418e-06,0
139,0,0,139,1.6644768952901457e-06,0
140,0,0,140,1.821857042808386e-06,0
141,0,0,141,1.4515707957005325e-06,0
142,0,0,142,4.537117547590019e-06,0
143,0,0,143,4.219790588857296e-06,0
144,0,0,144,5.29712449247215e-06,0
145,0,0,145,4.328341307345959e-06,0
146,0,0,146,3.2842029987808796e-06,0
147,0,0,147,3.908423490610137e-06,0
148,0,0,148,2.3525207871855405e-06,0
149,0,0,149,2.145389516168485e-06,0
150,0,0,150,2.9965096902154782e-06,0
151,0,0,151,1.910545499146113e-06,0
152,0,0,152,1.5454246308419344e-05,0
153,0,0,153,1.6597918820693084e-05,0
154,0,0,154,5.210586355912119e-06,0
155,0,0,155,3.627394711127132e-06,0
156,0,0,156,6.015315897805824e-06,0
